prdtName,Brand,url,rating-info,price,ingredients,skin_type,amount,type
BRINGGREEN Super Lemon Glutathione Tone Up Sun Cream 50ml 1+1 Set,BRINGGREEN,https://global.oliveyoung.com/product/detail?prdtNo=GA250128219,4.8,US$20.11,"Water, Dipropylene Glycol, Ethylhexyl Triazone, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dibutyl Adipate, Butyloctyl Salicylate, Titanium Dioxide (CI 77891), Glycerin, Niacinamide, Methylpropanediol, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Silica, Polymethylsilsesquioxane, 1,2-Hexanediol, Octyldodecanol, Neopentyl Glycol Diheptanoate, Diisopropyl Sebacate, Coco-Caprylate/Caprate, Polyglyceryl-3 Methylglucose Distearate, Cetearyl Alcohol, Polyglyceryl-6 Stearate, VP/Eicosene Copolymer, Sodium Acrylates Crosspolymer-2, Sodium Polyacrylate, Sodium Polyacryloyldimethyl Taurate, Polyacrylate Crosspolymer-6, Ammonium Acryloyldimethyltaurate/VP Copolymer, Butylene Glycol, Fragrance, Ethylhexylglycerin, Hippophae Rhamnoides Water, Lemon Juice, Polyglyceryl-6 Polyhydroxystearate, Aluminum Hydroxide, Polyglyceryl-6 Polyricinoleate, Triethoxycaprylylsilane, Sodium Stearoyl Glutamate, Coptis Japonica Extract, Polyglyceryl-6 Behenate, Adenosine, Xanthan Gum, Polyglycerin-6, Glutathione, Ascorbic Acid, Beta-Glucan, Tocopherol, Polyglyceryl-10 Laurate, (-)-alpha-bisabolol, Panthenol, Ascorbyl Palmitate, Biosaccharide Gum-1, Allantoin, Sodium Guaiazulene Sulfonate, Hesperidin, Ergothioneine",For all skin types,50mL+50mL,Face Sunscreen
medicube PDRN Pink Tone Up Sun Cream 50ml,medicube,https://global.oliveyoung.com/product/detail?prdtNo=GA250128027,4.5,US$32.00,"Water, Isononyl Isononanoate, Dipropylene Glycol, Caprylic/Capric Triglyceride, Titanium Dioxide, Dibutyl Adipate, Diisopropyl Sebacate, Ethylhexyl Triazone, Methyl Trimethicone, Niacinamide, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Sorbitan Isostearate, Behenyl Alcohol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Potassium Cetyl Phosphate, C13-15 Alkane, 1,2-Hexanediol, Caprylyl Glycol, Glycerin, Silica, Decyl Glucoside, Ammonium Polyacryloyldimethyl Taurate, Polyacrylate-13, Polyhydroxystearic Acid, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Fragrance, Sodium Polyacrylate, Tromethamine, Alumina, Stearic Acid, Hydrogenated Polyisobutene, Dimethicone/Vinyl Dimethicone Crosspolymer, Ethylhexylglycerin, Hydroxypropyl Methylcellulose Stearoxy Ether, Adenosine, Disodium EDTA, Polyglyceryl-10 Laurate, Aluminum Hydroxide, Cyanocobalamin, Ethylhexyl Palmitate, Triethoxycaprylylsilane, Xanthan Gum, t-Butyl Alcohol, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hyaluronate, Collagen Extract, Hydrolyzed Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate Crosspolymer, Glutathione, Hyaluronic Acid, Pentylene Glycol, Potassium Hyaluronate, Sodium DNA (0.05 ppb)",For all skin types,50ml,Face Sunscreen
goodal Heartleaf Soothing Hyaluron Sun Serum 50ml Set (+20ml),goodal,https://global.oliveyoung.com/product/detail?prdtNo=GA250127874,5.0,US$31.00,"Water, Dipropylene Glycol, Butylene Glycol, Butyloctyl Salicylate, Dibutyl Adipate, Ethylhexyl Triazone, Hydrogenated Polydecene, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Octocrylene, Niacinamide, Terephthalylidene Dicamphor Sulfonic Acid, Vinyl Dimethicone, Polyglyceryl-3 Distearate, Tromethamine, 1,2-Hexanediol, Houttuynia Cordata Extract (200ppm), Hydrolyzed Hyaluronic Acid (0.0450015ppm), Hyaluronic Acid (0.030001ppm), Sodium Hyaluronate (0.030001ppm), Rosmarinus Officinalis (Rosemary) Leaf Oil, Cedrus Atlantica Bark Oil, Olea Europaea (Olive) Fruit Oil, Artemisia Vulgaris Oil, Salvia Sclarea (Clary) Oil, Tremella Fuciformis (Mushroom) Extract, Soluble Collagen, Juniperus Communis Fruit Oil, Camellia Sinensis Leaf Extract, Mentha Rotundifolia Leaf Extract, Thymus Vulgaris (Thyme) Leaf Extract, Ferula Galbaniflua (Galbanum) Resin Oil, Hydrolyzed Collagen, Collagen Extract, Pentylene Glycol, Caprylic/Capric/Succinic Triglyceride, Caprylyl Methicone, Glyceryl Stearate, Polymethylsilsesquioxane, Hydroxyacetophenone, Polyacrylic Acid, Dehydroxanthan Gum Glyceryl Stearate Citrate, Adenosine, Gellan Gum, Agar, Biosaccharide Gum-1, Glycerin, Sodium Phytate, Ethylhexylglycerin, Cyanocobalamin, Dimethylsilanol Hyaluronate (0.0450015ppm), Hydrolyzed Sodium Hyaluronate (0.0450015ppm), Potassium Hyaluronate (0.030001ppm), Hydroxypropyltrimonium Hyaluronate (0.0240008ppm), Sodium Hyaluronate Crosspolymer (0.0240008ppm), Sodium Hyaluronate Dimethylsilanol (0.0150005ppm), Sodium Acetylated Hyaluronate (0.0120004ppm), Propanediol, Dipotassium Phosphate, Acetyl Glutamine, Hydrolyzed Extensin, Sodium Chloride, Magnesium Chloride, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Cellulose Gum, Sodium Bicarbonate, Calcium Chloride, Potassium Chloride, Carbomer, Xanthan Gum",For all skin types,50ml+20ml,Face Sunscreen
goodal Heartleaf Soothing Tone Up Sun Cream 50ml 1+1 Set,goodal,https://global.oliveyoung.com/product/detail?prdtNo=GA250127873,,US$21.15,"Water, Butyloctyl Salicylate, Titanium Dioxide (CI 77891), Dibutyl Adipate, Isononyl Isononanoate, Butylene Glycol, Dicaprylyl Carbonate, Glycerin, C12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Diisopropyl Sebacate, Niacinamide, Pentylene Glycol, Polymethylsilsesquioxane, 1,2-Hexanediol, Cedrus Atlantica Bark Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Olea Europaea (Olive) Fruit Oil, Artemisia Vulgaris Oil, Salvia Sclarea (Clary) Oil, Camellia Sinensis Leaf Powder, Malus Domestica Fruit Extract, Houttuynia Cordata Extract (2 ppm), Juniperus Communis Fruit Oil, Ferula Galbaniflua (Galbanum) Resin Oil, Chlorella Vulgaris Extract, Terminalia Ferdinandiana Fruit Extract, Vigna Radiata Seed Extract, Hydrolyzed Hyaluronic Acid, Bacillus Ferment, Hyaluronic Acid, Sodium Hyaluronate, Ethylhexyl Triazone, Polyglyceryl-6 Stearate, Aluminum Hydroxide, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Poly C10-30 Alkyl Acrylate, Stearic Acid, Polyhydroxystearic Acid, Hydroxypropyl Methylcellulose Stearoxy Ether, Ammonium Acryloyldimethyltaurate/VP Copolymer, Octyldodecanol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isododecane, Polyglyceryl-2 Dipolyhydroxystearate, Polyglyceryl-6 Behenate, Decyl Glucoside, Ethylhexylglycerin, Polyglyceryl-4 Isostearate, Adenosine, Trisodium Ethylenediamine Disuccinate, Isopropyl Titanium Triisostearate, Citric Acid, Sodium Citrate, Triethoxycaprylylsilane, Tocopherol, Glutathione, Neopentyl Glycol Diethylhexanoate, Dipotassium Phosphate, Acetyl Glutamine, Propanediol, Sodium Chloride, Dimethylsilanol Hyaluronate, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Hyaluronate Crosspolymer, Cellulose Gum, Sodium Hyaluronate Dimethylsilanol, Sodium Acetylated Hyaluronate, Sodium Bicarbonate, Calcium Chloride, Potassium Chloride, Cetearyl Alcohol, Xanthan Gum, Chromium Oxide Greens (CI 77288), Ultra Marine (CI 77007), Iron Oxide Yellow (CI 77492)",For all skin types,50ml+50ml,Face Sunscreen
Real Barrier Peach fit Tone-Up Sun Cream 50ml,Real Barrier,https://global.oliveyoung.com/product/detail?prdtNo=GA250127872,,US$34.00,"Water, Zinc Oxide, Cyclohexasiloxane, Butyloctyl Salicylate, Propanediol, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, C12-15 Alkyl Benzoate, Dicaprylyl Ether, Propylheptyl Caprylate, Titanium Dioxide, Niacinamide, Caprylyl Methicone, Polypropylsilsesquioxane, Disteardimonium Hectorite, Methyl Methacrylate Crosspolymer, Silica, Enantia Chlorantha Bark Extract, Hamamelis Virginiana (Witch Hazel) Extract, Argania Spinosa Kernel Oil, Hydrogenated Lecithin, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Triethoxycaprylylsilane, Magnesium Sulfate, 1,2-Hexanediol, Polyglyceryl-2 Dipolyhydroxystearate, Polymethylsilsesquioxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Glyceryl Caprylate, Caprylyl Glycol, Aluminum Hydroxide, Glycerin, Ethylhexylglycerin, Dimethicone, Squalane, Adenosine, Hydrogenated Polyisobutene, Polymethyl Methacrylate, Isononyl Isononanoate, Polyglyceryl-10 Stearate, Cetearyl Alcohol, Stearic Acid, Butyrospermum Parkii (Shea) Butter, Tocopherol, Inulin Lauryl Carbamate, Disodium Stearoyl Glutamate, Gluconolactone, Madecassoside, Myristoyl/Palmitoyl Oxostearamide/Arachamide MEA, Ceramide NP, Citric Acid, Capryloyl Salicylic Acid, Calamine, Butylene Glycol, Glyceryl Glucoside, Glucose, Protease, Oleanolic Acid, Salicylic Acid, Iron Oxide Yellow, Iron Oxide Red",For all skin types,50ml,Face Sunscreen
d'Alba Clean Tea Tree Liposome Tone-Up Sun Cream (Green) 50ml,d'Alba,https://global.oliveyoung.com/product/detail?prdtNo=GA250127871,5.0,US$28.00,"Water,Dibutyl Adipate,Dicaprylyl Carbonate,Propanediol,Butyloctyl Salicylate,Titanium Dioxide,2,3-Butanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate,Polysilicone-15,Niacinamide,Ethylhexyl Triazone,1,2-Hexanediol,Pentylene Glycol,Centella Asiatica Extract,Tuber Magnatum Extract,Stellaria Media (Chickweed) Extract,Morus Alba Root Extract,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,Simmondsia Chinensis (Jojoba) Seed Oil,Melaleuca Alternifolia (Tea Tree) Leaf Water,Abies Sibirica Oil,Lavandula Hybrida Oil, Citrus Aurantifolia (Lime) Oil,Juniperus Mexicana Oil,Pelargonium Graveolens Flower Oil,Pogostemon Cablin Oil,Litsea Cubeba Fruit Oil,Mentha Viridis (Spearmint) Leaf Oil,Hydrogenated Lecithin,Sodium Hyaluronate,Coco-Caprylate/Caprate,VP/Eicosene Copolymer,Methylpropanediol,Polyglyceryl-2 Caprate,Glycerin,Sucrose Stearate,Ammonium Acryloyldimethyltaurate/VP Copolymer,Polyacrylate Crosspolymer-6,Alumina,Hydroxypropyl Methylcellulose Stearoxy Ether,Stearic Acid,Ethylhexylglycerin,Polyhydroxystearic Acid,Inulin Lauryl Carbamate,Glyceryl Caprylate,Xanthan Gum,Adenosine,Triethoxycaprylylsilane,Squalane,Polyether-1,Propylheptyl Caprylate,Tocopherol,Butylene Glycol,Panthenol,Biosaccharide Gum-1,Lactobacillus Ferment,Dimethylsilanol Hyaluronate,Hydrolyzed Sodium Hyaluronate,Hydrolyzed Hyaluronic Acid,Potassium Hyaluronate,Hyaluronic Acid,Sodium Hyaluronate Crosspolymer,Hydroxypropyltrimonium Hyaluronate,Sodium Hyaluronate Dimethylsilanol,Sodium Acetylated Hyaluronate,Madecassoside,Asiaticoside,Asiatic Acid,Caprylic/Capric Triglyceride,Sucrose Distearate,Hydroxypropyl Cyclodextrin,Retinal,Chromium Oxide Greens, Limonene,Linalool,Citral",For all skin types,50ml,Face Sunscreen
THE WHOO Gong Jin Hyang Sunquid 50ml,THE WHOO,https://global.oliveyoung.com/product/detail?prdtNo=GA250127751,,US$61.00,"Water, Isoamyl p-Methoxycinnamate, Alcohol Denat., Drometrizole Trisiloxane Ethylhexyl Salicylate, Glycerin, Propanediol, Tromethamine, Phenylbenzimidazole Sulfonic Acid, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Panthenol, Sodium Methyl Stearoyl Taurate, Dimethicone, Phospholipids, Butylene Glycol, Cetearyl Alcohol, Methyl Methacrylate Crosspolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polysilicone-11, Xanthan Gum, Adenosine, Ammonium Polyacryloyldimethyl Taurate, Trisodium EDTA, Centella Asiatica Leaf Extract, t-Butyl Alcohol, Asparagus Cochinchinensis Extract, Tocopherol, Caprylyl Glycol, Decyl Glucoside, Houttuynia Cordata Extract, Arginine, Dipotassium Glycyrrhizate, Sodium Hyaluronate, Glutamic Acid, Cornus Officinalis Fruit Extract, Angelica Gigas Root Extract, Thymus Vulgaris (Thyme) Extract, Glycyrrhiza Glabra (Licorice) Extract, Glycoproteins, Ganoderma Lucidum (Mushroom) Extract, Ethylhexylglycerin, Fragrance, Geraniol, Linalool, Limonene, Citronellol",For all skin types,[Original Product] 50ml,Face Sunscreen
Shingmulnara White Rice Purple Tone Up Moisture Sun Cream 100ml,Shingmulnara,https://global.oliveyoung.com/product/detail?prdtNo=GA250127744,4.3,US$12.84,"Water,Dibutyl Adipate,Propanediol,Titanium Dioxide,Diisobutyl Adipate,Butyloctyl Salicylate,Caprylic/Capric Triglyceride,Diethylamino Hydroxybenzoyl Hexyl Benzoate,Ethylhexyl Triazone,Dicaprylyl Carbonate,Niacinamide,Glycerin,Diethylhexyl Butamido Triazone,1,2-Hexanediol,Methyl Trimethicone,Avena Sativa (Oat) Kernel Extract,Cynara Scolymus (Artichoke) Leaf Extract,Oryza Sativa (Rice) Extract,Camellia Sinensis Leaf Water,Hydrogenated Lecithin,Pentylene Glycol,Dimethicone/Vinyl Dimethicone Crosspolymer,Polyhydroxystearic Acid,VP/Eicosene Copolymer,Ammonium Polyacryloyldimethyl Taurate,Stearic Acid,Methylpropanediol,Sodium Polyacryloyldimethyl Taurate,Butylene Glycol,Alumina,Dimethiconol,Trisiloxane,Panthenol,Hydroxypropyl Methylcellulose Stearoxy Ether,Sodium Acrylate/Vinyl Alcohol Copolymer,Ethylhexylglycerin,Polyacrylate Crosspolymer-6,Adenosine,Silica,Sodium Acrylic Acid/MA Copolymer,Sodium Polyacrylate,Xanthan Gum,Polyquaternium-51,Beta-Glucan,t-Butyl Alcohol,Caprylyl Glycol,Triethoxycaprylylsilane,Polyether-1,Tocopherol,Oxygen,Fragrance,Ultramarines",■ For all skin types,100mL,Face Sunscreen
I'm from Apricot Clear Sun Serum 50ml,I'm from,https://global.oliveyoung.com/product/detail?prdtNo=GA250127742,4.9,US$26.25,"Water, Dibutyl Adipate, Propanediol, Ethylhexyl Triazone, Terephthalylidene Dicamphor Sulfonic Acid, Pentylene Glycol, Niacinamide, Tromethamine, 1,2-Hexanediol, Sodium Hyaluronate, Vincetoxicum Atratum Extract, Prunus Armeniaca (Apricot) Fruit Extract, Althaea Rosea Flower Extract, Nymphaea Alba Flower Extract, Caprylic/Capric Triglyceride, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polysilicone-15, Polyglyceryl-3 Distearate, Polymethylsilsesquioxane, Trimethylsiloxysilicate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Caprylic/Capric/Succinic Triglyceride, Caprylyl Methicone, Glyceryl Stearate, Polyacrylate Crosspolymer-6, Glycerin, Isododecane, Ammonium Acryloyldimethyltaurate/VP Copolymer, C20-22 Alkyl Phosphate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glyceryl Stearate Citrate, Polyisobutene, Ethylhexylglycerin, Sodium Hyaluronate Crosspolymer, Butylene Glycol, Adenosine, Glyceryl Acrylate/Acrylic Acid Copolymer, Caprylyl/Capryl Glucoside, Sorbitan Oleate, Caprylyl Glycol, Acetyl Glucosamine, Octyldodecanol, Hydroxyacetophenone, Polyglyceryl-4 Isostearate, Isopropyl Titanium Triisostearate, Tocopherol, Ascorbic Acid, Ascorbyl Glucoside, Dipropylene Glycol, Beta-carotene, Menadione, Sodium Palmitoyl Proline, Cetearyl Alcohol, C20-22 Alcohols, Disodium EDTA, Iron Oxide Red",For all skin types,50ml,Face Sunscreen
JAYJUN Hyaluronic Acid Hydrating Sun Cream 50ml 1+1 Double Pack (50ml+50ml),JAYJUN,https://global.oliveyoung.com/product/detail?prdtNo=GA241227408,4.7,US$19.08,"Water, Ethylhexyl Methoxycinnamate, Homosalate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Propanediol, Butyloctyl Salicylate, Ethylhexyl Salicylate, Aluminum Starch Octenylsuccinate, Niacinamide, Glyceryl Stearate, PEG-100 Stearate, Sorbitan Sesquioleate, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Panthenol, Camellia Sinensis Leaf Extract, Houttuynia Cordata Extract, Potassium Hydroxide, Dipropylene Glycol, Butylene Glycol, 1,2-Hexanediol, Adenosine, Disodium EDTA, Ethylhexylglycerin, Tocopheryl Acetate, Polyglyceryl-10 Myristate, Hydrogenated Lecithin, Glycerin, Ceramide NP, Cetyl Ethylhexanoate, Centella Asiatica Extract, Cholesterol, Macadamia Ternifolia Seed Oil, Selaginella Lepidophylla Extract, Squalane, Stearic Acid, Tocopherol, Oleic Acid, Ethylhexyl Palmitate, Brassica Campestris (Rapeseed) Sterols, Caprylic/Capric Triglyceride, Oenanthe Javanica Extract, Sodium Hyaluronate (1,000 ppb), Asiaticoside, Asiatic Acid, Artemisia Princeps Extract, Madecassoside, Madecassic Acid, Hydrolyzed Hyaluronic Acid (90 ppb), Hydroxypropyltrimonium Hyaluronate (90 ppb), Hydrolyzed Sodium Hyaluronate (90 ppb), Hyaluronic Acid (90 ppb), Potassium Hyaluronate (90 ppb), Pentylene Glycol, Sodium Hyaluronate Crosspolymer (18 ppb), Sodium Acetylated Hyaluronate (9 ppb), Phenoxyethanol, Fragrance",For all skin types,50ml+50ml / 1.69 fl. oz.*2,Face Sunscreen
KAINE Green Fit Pro Sun 55ml,KAINE,https://global.oliveyoung.com/product/detail?prdtNo=GA241227308,,US$17.60,"Water, Propanediol, Dibutyl Adipate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Titanium Dioxide (CI 77891), Butyloctyl Salicylate, Panthenol, Phenethyl Benzoate, Isononyl Isononanoate, Pentylene Glycol, 1,2-Hexanediol, Bambusa Vulgaris Water, Camellia Sinensis Leaf Extract, Mentha Rotundifolia Leaf Extract, Thymus Vulgaris (Thyme) Leaf Extract, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Ethylhexyl Triazone, Polyglyceryl-3 Methylglucose Distearate, Polysilicone-15, Potassium Cetyl Phosphate, Stearic Acid, Palmitic Acid, Glyceryl Stearate, Hydroxyacetophenone, Poly C10-30 Alkyl Acrylate, Aluminum Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polyhydroxystearic Acid, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Tromethamine, Hydrogenated Lecithin, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Polyglyceryl-2 Dipolyhydroxystearate, Dipropylene Glycol, Sodium Polyacrylate, Sorbitan Isostearate, Allantoin, Ectoin, Ethylhexylglycerin, C12-16 Alcohol, Cetearyl Alcohol, Disodium EDTA",For all skin types,55ml,Face Sunscreen
easydew Mela B Toning Ampoule Cushion 15g No.19 Fair,easydew,https://global.oliveyoung.com/product/detail?prdtNo=GA241227245,4.4,US$44.84,"★No. 19 Fair
Water, Dimethicone, Titanium Dioxide (CI 77891), Ethylhexyl Methoxycinnamate, Trimethylsiloxysilicate, Glycerin, Ethylhexyl Salicylate, Cetyl PEG/PPG-10/1 Dimethicone, Butylene Glycol, Diphenylsiloxy Phenyl Trimethicone, Niacinamide, 1,2-Hexanediol, Polymethylsilsesquioxane, Isododecane, Methyl Trimethicone, Iron Oxide Yellow (CI 77492), Origanum Majorana Leaf Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Anthemis Nobilis Flower Oil, Juniperus Mexicana Oil, Citrus Grandis (Grapefruit) Peel Oil, Sodium Hyaluronate, Hyaluronic Acid, PEG-10 Dimethicone, VP/Hexadecene Copolymer, Acrylates/Dimethicone Copolymer, Disteardimonium Hectorite, Magnesium Sulfate, Octyldodecanol, Synthetic Fluorphlogopite, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Stearic Acid, Alumina, Aluminum Hydroxide, Triethoxycaprylylsilane, Polyglyceryl-4 Isostearate, Polyhydroxystearic Acid, Isopropyl Titanium Triisostearate, Adenosine, Trisodium Ethylenediamine Disuccinate, Neopentyl Glycol Diethylhexanoate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Caprylic/Capric Triglyceride, Glutathione, Hydrogenated Lecithin, Ascorbic Acid, Sodium Stearoyl Glutamate, Sodium Ascorbyl Phosphate, sh-Oligopeptide-1, Bisabolol, Hesperidin Methyl Chalcone, Steareth-20, Sodium Citrate, Dipeptide-2, Citric Acid, Palmitoyl Tetrapeptide-7, Ethanol, Disodium EDTA, Chlorhexidine Digluconate, Potassium Sorbate, Limonene, Linalool, Iron Oxide Red (CI 77491), Iron Oxide Black (CI 77499)

★No. 21 Natural
Water, Dimethicone, Titanium Dioxide (CI 77891), Ethylhexyl Methoxycinnamate, Trimethylsiloxysilicate, Glycerin, Ethylhexyl Salicylate, Cetyl PEG/PPG-10/1 Dimethicone, Butylene Glycol, Diphenylsiloxy Phenyl Trimethicone, Niacinamide, 1,2-Hexanediol, Isododecane, Polymethylsilsesquioxane, Iron Oxide Yellow (CI 77492), Methyl Trimethicone, Origanum Majorana Leaf Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Anthemis Nobilis Flower Oil, Juniperus Mexicana Oil, Citrus Grandis (Grapefruit) Peel Oil, Sodium Hyaluronate, Hyaluronic Acid, PEG-10 Dimethicone, VP/Hexadecene Copolymer, Octyldodecanol, Acrylates/Dimethicone Copolymer, Disteardimonium Hectorite, Magnesium Sulfate, Synthetic Fluorphlogopite, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Stearic Acid, Alumina, Aluminum Hydroxide, Triethoxycaprylylsilane, Polyglyceryl-4 Isostearate, Polyhydroxystearic Acid, Isopropyl Titanium Triisostearate, Adenosine, Trisodium Ethylenediamine Disuccinate, Neopentyl Glycol Diethylhexanoate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Caprylic/Capric Triglyceride, Glutathione, Hydrogenated Lecithin, Ascorbic Acid, Sodium Stearoyl Glutamate, Sodium Ascorbyl Phosphate, sh-Oligopeptide-1, Bisabolol, Hesperidin Methyl Chalcone, Steareth-20, Sodium Citrate, Dipeptide-2, Citric Acid, Palmitoyl Tetrapeptide-7, Ethanol, Disodium EDTA, Chlorhexidine Digluconate, Potassium Sorbate, Limonene, Linalool, Iron Oxide Red (CI 77491), Iron Oxide Black (CI 77499)

★No. 23 Beige
Water, Titanium Dioxide (CI 77891), Dimethicone, Ethylhexyl Methoxycinnamate, Trimethylsiloxysilicate, Glycerin, Ethylhexyl Salicylate, Cetyl PEG/PPG-10/1 Dimethicone, Iron Oxide Yellow (CI 77492), Isododecane, Butylene Glycol, Diphenylsiloxy Phenyl Trimethicone, Niacinamide, 1,2-Hexanediol, Octyldodecanol, Polymethylsilsesquioxane, Methyl Trimethicone, Origanum Majorana Leaf Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Anthemis Nobilis Flower Oil, Juniperus Mexicana Oil, Citrus Grandis (Grapefruit) Peel Oil, Sodium Hyaluronate, Hyaluronic Acid, PEG-10 Dimethicone, VP/Hexadecene Copolymer, Acrylates/Dimethicone Copolymer, Disteardimonium Hectorite, Magnesium Sulfate, Synthetic Fluorphlogopite, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Stearic Acid, Polyglyceryl-4 Isostearate, Alumina, Aluminum Hydroxide, Triethoxycaprylylsilane, Isopropyl Titanium Triisostearate, Polyhydroxystearic Acid, Adenosine, Trisodium Ethylenediamine Disuccinate, Neopentyl Glycol Diethylhexanoate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Caprylic/Capric Triglyceride, Glutathione, Hydrogenated Lecithin, Ascorbic Acid, Sodium Stearoyl Glutamate, Sodium Ascorbyl Phosphate, sh-Oligopeptide-1, Bisabolol, Hesperidin Methyl Chalcone, Steareth-20, Sodium Citrate, Dipeptide-2, Citric Acid, Palmitoyl Tetrapeptide-7, Ethanol, Disodium EDTA, Chlorhexidine Digluconate, Potassium Sorbate, Limonene, Linalool, Iron Oxide Red (CI 77491), Iron Oxide Black (CI 77499)",For all skin types,15g,Face Sunscreen
NOT4U Vegan Sun Body Mist 85ml,NOT4U,https://global.oliveyoung.com/product/detail?prdtNo=GA241227209,5.0,US$18.65,"Ethanol, Homosalate, Octocrylene, Isododecane, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Water, Ethylhexyl Triazone, Fragrance, Ectoin, Panthenol, Butylene Glycol, Propanediol, 1,2-Hexanediol, Pentylene Glycol, Myrothamnus Flabellifolia Leaf Extract, Sodium Hyaluronate, Lycium Chinense Fruit Extract, Camellia Sinensis Leaf Extract, Sucrose, Saccharomyces Ferment Filtrate, Dunaliella Salina Extract",For all skin types,85ml,Face Sunscreen
TONEfitSUN Vegan Hydrating Sun Cream 50ml SPF50+ PA++++,TONEfitSUN,https://global.oliveyoung.com/product/detail?prdtNo=GA241227195,,US$18.20,"Water, Dibutyl Adipate, Propanediol, Alcohol Denat., Butyloctyl Salicylate, Ethylhexyl Triazone, Terephthalylidene Dicamphor Sulfonic Acid, Niacinamide, Silica, Polyglyceryl-3 Distearate, Tromethamine, 1,2-Hexanediol, Pentylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Cetearyl Alcohol, Caprylyl Methicone, Polysilicone-15, Pinus Densiflora Leaf Extract, Palmitic Acid, Glyceryl Stearate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Potassium Cetyl Phosphate, Polymethylsilsesquioxane, Stearic Acid, Methylpropanediol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Ammonium Polyacryloyldimethyl Taurate, Glyceryl Stearate Citrate, Carbomer, Adenosine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polyether-1, t-Butyl Alcohol, Myristic Acid, Biosaccharide Gum-1, Tocopherol, Butylene Glycol, Ethylhexylglycerin",For all skin types,50 ml,Face Sunscreen
